Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,13,583,587,4,0.01,622,35,0.06,-56,5,290,1450,1 To Bridge Terminal_East,Tuesday_13,128.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,14,576,608,32,0.06,613,5,0.01,-5,3,217,651,1 To Bridge Terminal_East,Tuesday_14,-56.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,15,610,615,5,0.01,667,52,0.09,59,4,226,904,1 To Bridge Terminal_East,Tuesday_15,-5.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,16,275,308,33,0.12,635,327,1.19,589,7,235,1645,1 To Bridge Terminal_East,Tuesday_16,59.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,17,325,351,26,0.08,641,290,0.89,419,10,225,2250,1 To Bridge Terminal_East,Tuesday_17,589.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,18,272,302,30,0.11,594,292,1.07,550,8,273,2184,1 To Bridge Terminal_East,Tuesday_18,419.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,19,570,577,7,0.01,585,8,0.01,154,6,194,1164,1 To Bridge Terminal_East,Tuesday_19,550.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,20,624,859,235,0.38,914,55,0.09,25,4,173,692,1 To Bridge Terminal_East,Tuesday_20,154.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,21,629,642,13,0.02,646,4,0.01,550,4,184,736,1 To Bridge Terminal_East,Tuesday_21,25.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,22,571,584,13,0.02,596,12,0.02,88,4,300,1200,1 To Bridge Terminal_East,Tuesday_22,550.0
1-Spring Garden,East,Tuesday,Full service,1 To Bridge Terminal,February,23,600,634,34,0.06,657,23,0.04,380,3,187,561,1 To Bridge Terminal_East,Tuesday_23,88.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,5,611,613,2,0.0,619,6,0.01,12,4,195,780,1 Spring Garden_West,Wednesday_5,-58.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,6,573,600,27,0.05,613,13,0.02,121,6,270,1620,1 Spring Garden_West,Wednesday_6,12.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,7,285,285,0,0.0,680,395,1.39,465,11,345,3795,1 Spring Garden_West,Wednesday_7,121.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,8,325,1213,888,2.73,1334,121,0.37,475,8,297,2376,1 Spring Garden_West,Wednesday_8,465.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,9,318,353,35,0.11,604,251,0.79,463,11,292,3212,1 Spring Garden_West,Wednesday_9,475.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,10,626,663,37,0.06,699,36,0.06,117,2,261,522,1 Spring Garden_West,Wednesday_10,463.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,11,573,757,184,0.32,786,29,0.05,258,6,259,1554,1 Spring Garden_West,Wednesday_11,117.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,12,578,843,265,0.46,856,13,0.02,131,3,300,900,1 Spring Garden_West,Wednesday_12,258.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,13,627,637,10,0.02,638,1,0.0,-17,2,221,442,1 Spring Garden_West,Wednesday_13,131.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,14,629,654,25,0.04,710,56,0.09,28,6,235,1410,1 Spring Garden_West,Wednesday_14,-17.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,15,613,1336,723,1.18,1370,34,0.06,53,6,292,1752,1 Spring Garden_West,Wednesday_15,28.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,16,273,291,18,0.07,497,206,0.75,241,9,406,3654,1 Spring Garden_West,Wednesday_16,53.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,17,283,535,252,0.89,712,177,0.63,525,12,444,5328,1 Spring Garden_West,Wednesday_17,241.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,18,304,1111,807,2.65,1458,347,1.14,286,10,442,4420,1 Spring Garden_West,Wednesday_18,525.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,19,589,1025,436,0.74,1026,1,0.0,118,5,202,1010,1 Spring Garden_West,Wednesday_19,286.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,20,577,1129,552,0.96,1140,11,0.02,-10,4,164,656,1 Spring Garden_West,Wednesday_20,118.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,21,628,628,0,0.0,666,38,0.06,47,3,253,759,1 Spring Garden_West,Wednesday_21,-10.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,22,595,611,16,0.03,661,50,0.08,-20,6,225,1350,1 Spring Garden_West,Wednesday_22,47.0
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,February,23,573,604,31,0.05,624,20,0.03,769,3,174,522,1 Spring Garden_West,Wednesday_23,-20.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,5,588,1142,554,0.94,1186,44,0.07,6,5,219,1095,1 To Bridge Terminal_West,Thursday_5,16.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,6,597,891,294,0.49,925,34,0.06,176,4,274,1096,1 To Bridge Terminal_West,Thursday_6,6.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,7,276,849,573,2.08,1198,349,1.26,287,10,447,4470,1 To Bridge Terminal_West,Thursday_7,176.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,8,279,297,18,0.06,463,166,0.59,217,7,385,2695,1 To Bridge Terminal_West,Thursday_8,287.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,9,329,337,8,0.02,631,294,0.89,265,11,378,4158,1 To Bridge Terminal_West,Thursday_9,217.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,10,598,622,24,0.04,671,49,0.08,43,5,248,1240,1 To Bridge Terminal_West,Thursday_10,265.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,11,579,850,271,0.47,907,57,0.1,644,5,263,1315,1 To Bridge Terminal_West,Thursday_11,43.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,12,574,612,38,0.07,657,45,0.08,-59,4,216,864,1 To Bridge Terminal_West,Thursday_12,644.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,13,624,666,42,0.07,672,6,0.01,8,5,266,1330,1 To Bridge Terminal_West,Thursday_13,-59.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,14,607,1289,682,1.12,1325,36,0.06,210,6,173,1038,1 To Bridge Terminal_West,Thursday_14,8.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,15,619,832,213,0.34,857,25,0.04,-3,6,193,1158,1 To Bridge Terminal_West,Thursday_15,210.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,16,307,866,559,1.82,1243,377,1.23,280,11,343,3773,1 To Bridge Terminal_West,Thursday_16,-3.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,17,287,309,22,0.08,687,378,1.32,276,8,261,2088,1 To Bridge Terminal_West,Thursday_17,280.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,18,278,404,126,0.45,605,201,0.72,490,10,379,3790,1 To Bridge Terminal_West,Thursday_18,276.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,19,627,661,34,0.05,688,27,0.04,-27,4,272,1088,1 To Bridge Terminal_West,Thursday_19,490.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,20,596,847,251,0.42,856,9,0.02,-36,3,266,798,1 To Bridge Terminal_West,Thursday_20,-27.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,21,608,612,4,0.01,665,53,0.09,35,6,212,1272,1 To Bridge Terminal_West,Thursday_21,-36.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,22,601,628,27,0.04,641,13,0.02,138,2,171,342,1 To Bridge Terminal_West,Thursday_22,35.0
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,23,614,1444,830,1.35,1462,18,0.03,28,3,219,657,1 To Bridge Terminal_West,Thursday_23,138.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,5,612,642,30,0.05,692,50,0.08,97,4,256,1024,1 To Bridge Terminal_East,Friday_5,380.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,6,603,629,26,0.04,675,46,0.08,165,6,267,1602,1 To Bridge Terminal_East,Friday_6,97.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,7,271,295,24,0.09,461,166,0.61,207,7,327,2289,1 To Bridge Terminal_East,Friday_7,165.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,8,280,309,29,0.1,642,333,1.19,384,5,442,2210,1 To Bridge Terminal_East,Friday_8,207.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,9,328,352,24,0.07,683,331,1.01,312,7,274,1918,1 To Bridge Terminal_East,Friday_9,384.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,10,594,672,78,0.13,694,22,0.04,38,2,195,390,1 To Bridge Terminal_East,Friday_10,312.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,11,623,628,5,0.01,663,35,0.06,118,6,271,1626,1 To Bridge Terminal_East,Friday_11,38.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,12,583,1000,417,0.72,1058,58,0.1,-28,2,246,492,1 To Bridge Terminal_East,Friday_12,118.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,13,620,648,28,0.05,693,45,0.07,351,6,158,948,1 To Bridge Terminal_East,Friday_13,-28.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,14,628,666,38,0.06,692,26,0.04,143,2,281,562,1 To Bridge Terminal_East,Friday_14,351.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,15,574,586,12,0.02,631,45,0.08,133,3,291,873,1 To Bridge Terminal_East,Friday_15,143.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,16,315,339,24,0.08,536,197,0.63,173,12,351,4212,1 To Bridge Terminal_East,Friday_16,133.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,17,276,887,611,2.21,1075,188,0.68,504,8,447,3576,1 To Bridge Terminal_East,Friday_17,173.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,18,318,328,10,0.03,700,372,1.17,515,11,303,3333,1 To Bridge Terminal_East,Friday_18,504.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,19,625,640,15,0.02,653,13,0.02,130,2,282,564,1 To Bridge Terminal_East,Friday_19,515.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,20,604,649,45,0.07,704,55,0.09,-13,2,177,354,1 To Bridge Terminal_East,Friday_20,130.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,21,630,1011,381,0.6,1050,39,0.06,-40,4,163,652,1 To Bridge Terminal_East,Friday_21,-13.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,22,607,607,0,0.0,647,40,0.07,148,6,172,1032,1 To Bridge Terminal_East,Friday_22,-40.0
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,23,583,584,1,0.0,611,27,0.05,-28,2,206,412,1 To Bridge Terminal_East,Friday_23,148.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,5,1485,1509,24,0.02,1510,1,0.0,63,4,99,396,1 Spring Garden_West,Saturday_5,769.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,6,1480,1523,43,0.03,1540,17,0.01,129,3,120,360,1 Spring Garden_West,Saturday_6,63.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,7,1481,1511,30,0.02,1525,14,0.01,116,6,126,756,1 Spring Garden_West,Saturday_7,129.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,8,1522,1526,4,0.0,1586,60,0.04,1,6,162,972,1 Spring Garden_West,Saturday_8,116.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,9,1522,1549,27,0.02,1575,26,0.02,82,3,123,369,1 Spring Garden_West,Saturday_9,1.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,10,1521,1527,6,0.0,1544,17,0.01,133,5,161,805,1 Spring Garden_West,Saturday_10,82.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,11,1495,1513,18,0.01,1521,8,0.01,141,6,99,594,1 Spring Garden_West,Saturday_11,133.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,12,1507,2308,801,0.53,2363,55,0.04,258,4,169,676,1 Spring Garden_West,Saturday_12,141.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,13,1514,1524,10,0.01,1545,21,0.01,40,5,95,475,1 Spring Garden_West,Saturday_13,258.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,14,1530,1861,331,0.22,1865,4,0.0,131,2,113,226,1 Spring Garden_West,Saturday_14,40.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,15,1524,1556,32,0.02,1584,28,0.02,686,2,164,328,1 Spring Garden_West,Saturday_15,131.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,16,1519,1542,23,0.02,1583,41,0.03,-47,2,149,298,1 Spring Garden_West,Saturday_16,686.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,17,1517,1531,14,0.01,1586,55,0.04,-54,6,126,756,1 Spring Garden_West,Saturday_17,-47.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,18,1503,1504,1,0.0,1508,4,0.0,-35,5,151,755,1 Spring Garden_West,Saturday_18,-54.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,19,1485,2145,660,0.44,2150,5,0.0,34,6,95,570,1 Spring Garden_West,Saturday_19,-35.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,20,1497,1731,234,0.16,1772,41,0.03,70,5,129,645,1 Spring Garden_West,Saturday_20,34.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,21,1508,1521,13,0.01,1570,49,0.03,49,6,112,672,1 Spring Garden_West,Saturday_21,70.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,22,1470,1474,4,0.0,1491,17,0.01,21,3,161,483,1 Spring Garden_West,Saturday_22,49.0
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,23,1471,1508,37,0.03,1539,31,0.02,-60,6,132,792,1 Spring Garden_West,Saturday_23,21.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,5,1529,1654,125,0.08,1700,46,0.03,172,5,119,595,1 Spring Garden_West,Sunday_5,-60.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,6,1491,1532,41,0.03,1539,7,0.0,-55,5,162,810,1 Spring Garden_West,Sunday_6,172.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,7,1470,1470,0,0.0,1525,55,0.04,242,4,93,372,1 Spring Garden_West,Sunday_7,-55.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,8,1499,2286,787,0.53,2337,51,0.03,451,6,93,558,1 Spring Garden_West,Sunday_8,242.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,9,1478,1496,18,0.01,1527,31,0.02,10,6,96,576,1 Spring Garden_West,Sunday_9,451.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,10,1493,1515,22,0.01,1572,57,0.04,-10,4,148,592,1 Spring Garden_West,Sunday_10,10.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,11,1517,1951,434,0.29,1965,14,0.01,61,3,124,372,1 Spring Garden_West,Sunday_11,-10.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,12,1473,1506,33,0.02,1530,24,0.02,682,3,150,450,1 Spring Garden_West,Sunday_12,61.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,13,1496,1748,252,0.17,1789,41,0.03,45,4,115,460,1 Spring Garden_West,Sunday_13,682.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,14,1486,1500,14,0.01,1542,42,0.03,623,5,113,565,1 Spring Garden_West,Sunday_14,45.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,15,1493,2109,616,0.41,2168,59,0.04,304,5,174,870,1 Spring Garden_West,Sunday_15,623.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,16,1513,2342,829,0.55,2383,41,0.03,142,3,136,408,1 Spring Garden_West,Sunday_16,304.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,17,1505,1865,360,0.24,1910,45,0.03,34,4,174,696,1 Spring Garden_West,Sunday_17,142.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,18,1499,1523,24,0.02,1553,30,0.02,178,6,173,1038,1 Spring Garden_West,Sunday_18,34.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,19,1529,1573,44,0.03,1591,18,0.01,35,6,166,996,1 Spring Garden_West,Sunday_19,178.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,20,1483,1489,6,0.0,1531,42,0.03,137,2,138,276,1 Spring Garden_West,Sunday_20,35.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,21,1506,2164,658,0.44,2216,52,0.03,614,5,122,610,1 Spring Garden_West,Sunday_21,137.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,22,1525,1541,16,0.01,1590,49,0.03,144,2,172,344,1 Spring Garden_West,Sunday_22,614.0
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,23,1493,1536,43,0.03,1563,27,0.02,-46,3,151,453,1 Spring Garden_West,Sunday_23,144.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,5,581,1422,841,1.45,1466,44,0.08,-52,6,224,1344,1 To Bridge Terminal_West,Monday_5,28.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,6,605,617,12,0.02,654,37,0.06,62,3,182,546,1 To Bridge Terminal_West,Monday_6,-52.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,7,308,329,21,0.07,506,177,0.57,430,12,447,5364,1 To Bridge Terminal_West,Monday_7,62.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,8,288,313,25,0.09,628,315,1.09,215,10,324,3240,1 To Bridge Terminal_West,Monday_8,430.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,9,273,295,22,0.08,576,281,1.03,204,5,357,1785,1 To Bridge Terminal_West,Monday_9,215.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,10,615,634,19,0.03,665,31,0.05,-22,2,296,592,1 To Bridge Terminal_West,Monday_10,204.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,11,579,595,16,0.03,612,17,0.03,99,4,263,1052,1 To Bridge Terminal_West,Monday_11,-22.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,12,607,607,0,0.0,609,2,0.0,125,2,227,454,1 To Bridge Terminal_West,Monday_12,99.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,13,582,605,23,0.04,624,19,0.03,35,6,179,1074,1 To Bridge Terminal_West,Monday_13,125.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,14,622,651,29,0.05,682,31,0.05,53,2,150,300,1 To Bridge Terminal_West,Monday_14,35.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,15,577,615,38,0.07,649,34,0.06,-57,5,180,900,1 To Bridge Terminal_West,Monday_15,53.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,16,307,317,10,0.03,536,219,0.71,152,6,333,1998,1 To Bridge Terminal_West,Monday_16,-57.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,17,319,337,18,0.06,521,184,0.58,186,11,376,4136,1 To Bridge Terminal_West,Monday_17,152.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,18,296,315,19,0.06,508,193,0.65,345,7,373,2611,1 To Bridge Terminal_West,Monday_18,186.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,19,599,617,18,0.03,636,19,0.03,46,5,270,1350,1 To Bridge Terminal_West,Monday_19,345.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,20,626,635,9,0.01,651,16,0.03,151,3,208,624,1 To Bridge Terminal_West,Monday_20,46.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,21,613,621,8,0.01,680,59,0.1,177,5,284,1420,1 To Bridge Terminal_West,Monday_21,151.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,22,602,604,2,0.0,662,58,0.1,-12,5,243,1215,1 To Bridge Terminal_West,Monday_22,177.0
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,23,594,620,26,0.04,641,21,0.04,10,3,239,717,1 To Bridge Terminal_West,Monday_23,-12.0
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,5,582,608,26,0.04,658,50,0.09,6,4,165,660,1 To Bridge Terminal_West,Tuesday_5,10.0
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,6,591,601,10,0.02,604,3,0.01,117,6,198,1188,1 To Bridge Terminal_West,Tuesday_6,6.0
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,7,310,326,16,0.05,614,288,0.93,460,10,297,2970,1 To Bridge Terminal_West,Tuesday_7,117.0
