Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,8,4:39,4:57,0:18,6%,7:43,2:46,59%,3:37,0:07,385
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,9,5:29,5:37,0:08,2%,10:31,4:54,89%,4:25,0:11,378
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,10,9:58,10:22,0:24,4%,11:11,0:49,8%,0:43,0:05,248
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,11,9:39,14:10,4:31,47%,15:07,0:57,10%,10:44,0:05,263
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,12,9:34,10:12,0:38,7%,10:57,0:45,8%,-0:59,0:04,216
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,13,10:24,11:06,0:42,7%,11:12,0:06,1%,0:08,0:05,266
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,14,10:07,21:29,11:22,112%,22:05,0:36,6%,3:30,0:06,173
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,15,10:19,13:52,3:33,34%,14:17,0:25,4%,-0:03,0:06,193
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,16,5:07,14:26,9:19,182%,20:43,6:17,123%,4:40,0:11,343
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,17,4:47,5:09,0:22,8%,11:27,6:18,132%,4:36,0:08,261
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,18,4:38,6:44,2:06,45%,10:05,3:21,72%,8:10,0:10,379
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,19,10:27,11:01,0:34,5%,11:28,0:27,4%,-0:27,0:04,272
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,20,9:56,14:07,4:11,42%,14:16,0:09,2%,-0:36,0:03,266
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,21,10:08,10:12,0:04,1%,11:05,0:53,9%,0:35,0:06,212
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,22,10:01,10:28,0:27,4%,10:41,0:13,2%,2:18,0:02,171
1-Spring Garden,West,Thursday,Full service,1 To Bridge Terminal,February,23,10:14,24:04,13:50,135%,24:22,0:18,3%,0:28,0:03,219
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,5,10:12,10:42,0:30,5%,11:32,0:50,8%,1:37,0:04,256
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,6,10:03,10:29,0:26,4%,11:15,0:46,8%,2:45,0:06,267
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,7,4:31,4:55,0:24,9%,7:41,2:46,61%,3:27,0:07,327
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,8,4:40,5:09,0:29,10%,10:42,5:33,119%,6:24,0:05,442
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,9,5:28,5:52,0:24,7%,11:23,5:31,101%,5:12,0:07,274
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,10,9:54,11:12,1:18,13%,11:34,0:22,4%,0:38,0:02,195
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,11,10:23,10:28,0:05,1%,11:03,0:35,6%,1:58,0:06,271
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,12,9:43,16:40,6:57,72%,17:38,0:58,10%,-0:28,0:02,246
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,13,10:20,10:48,0:28,5%,11:33,0:45,7%,5:51,0:06,158
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,14,10:28,11:06,0:38,6%,11:32,0:26,4%,2:23,0:02,281
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,15,9:34,9:46,0:12,2%,10:31,0:45,8%,2:13,0:03,291
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,16,5:15,5:39,0:24,8%,8:56,3:17,63%,2:53,0:12,351
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,17,4:36,14:47,10:11,221%,17:55,3:08,68%,8:24,0:08,447
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,18,5:18,5:28,0:10,3%,11:40,6:12,117%,8:35,0:11,303
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,19,10:25,10:40,0:15,2%,10:53,0:13,2%,2:10,0:02,282
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,20,10:04,10:49,0:45,7%,11:44,0:55,9%,-0:13,0:02,177
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,21,10:30,16:51,6:21,60%,17:30,0:39,6%,-0:40,0:04,163
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,22,10:07,10:07,0:00,0%,10:47,0:40,7%,2:28,0:06,172
1-Spring Garden,East,Friday,Full service,1 To Bridge Terminal,February,23,9:43,9:44,0:01,0%,10:11,0:27,5%,-0:28,0:02,206
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,5,24:45,25:09,0:24,2%,25:10,0:01,0%,1:03,0:04,99
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,6,24:40,25:23,0:43,3%,25:40,0:17,1%,2:09,0:03,120
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,7,24:41,25:11,0:30,2%,25:25,0:14,1%,1:56,0:06,126
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,8,25:22,25:26,0:04,0%,26:26,1:00,4%,0:01,0:06,162
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,9,25:22,25:49,0:27,2%,26:15,0:26,2%,1:22,0:03,123
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,10,25:21,25:27,0:06,0%,25:44,0:17,1%,2:13,0:05,161
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,11,24:55,25:13,0:18,1%,25:21,0:08,1%,2:21,0:06,99
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,12,25:07,38:28,13:21,53%,39:23,0:55,4%,4:18,0:04,169
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,13,25:14,25:24,0:10,1%,25:45,0:21,1%,0:40,0:05,95
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,14,25:30,31:01,5:31,22%,31:05,0:04,0%,2:11,0:02,113
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,15,25:24,25:56,0:32,2%,26:24,0:28,2%,11:26,0:02,164
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,16,25:19,25:42,0:23,2%,26:23,0:41,3%,-0:47,0:02,149
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,17,25:17,25:31,0:14,1%,26:26,0:55,4%,-0:54,0:06,126
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,18,25:03,25:04,0:01,0%,25:08,0:04,0%,-0:35,0:05,151
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,19,24:45,35:45,11:00,44%,35:50,0:05,0%,0:34,0:06,95
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,20,24:57,28:51,3:54,16%,29:32,0:41,3%,1:10,0:05,129
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,21,25:08,25:21,0:13,1%,26:10,0:49,3%,0:49,0:06,112
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,22,24:30,24:34,0:04,0%,24:51,0:17,1%,0:21,0:03,161
1-Spring Garden,West,Saturday,Reduced service,1 Spring Garden,February,23,24:31,25:08,0:37,3%,25:39,0:31,2%,-1:00,0:06,132
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,5,25:29,27:34,2:05,8%,28:20,0:46,3%,2:52,0:05,119
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,6,24:51,25:32,0:41,3%,25:39,0:07,0%,-0:55,0:05,162
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,7,24:30,24:30,0:00,0%,25:25,0:55,4%,4:02,0:04,93
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,8,24:59,38:06,13:07,53%,38:57,0:51,3%,7:31,0:06,93
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,9,24:38,24:56,0:18,1%,25:27,0:31,2%,0:10,0:06,96
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,10,24:53,25:15,0:22,1%,26:12,0:57,4%,-0:10,0:04,148
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,11,25:17,32:31,7:14,29%,32:45,0:14,1%,1:01,0:03,124
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,12,24:33,25:06,0:33,2%,25:30,0:24,2%,11:22,0:03,150
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,13,24:56,29:08,4:12,17%,29:49,0:41,3%,0:45,0:04,115
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,14,24:46,25:00,0:14,1%,25:42,0:42,3%,10:23,0:05,113
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,15,24:53,35:09,10:16,41%,36:08,0:59,4%,5:04,0:05,174
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,16,25:13,39:02,13:49,55%,39:43,0:41,3%,2:22,0:03,136
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,17,25:05,31:05,6:00,24%,31:50,0:45,3%,0:34,0:04,174
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,18,24:59,25:23,0:24,2%,25:53,0:30,2%,2:58,0:06,173
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,19,25:29,26:13,0:44,3%,26:31,0:18,1%,0:35,0:06,166
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,20,24:43,24:49,0:06,0%,25:31,0:42,3%,2:17,0:02,138
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,21,25:06,36:04,10:58,44%,36:56,0:52,3%,10:14,0:05,122
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,22,25:25,25:41,0:16,1%,26:30,0:49,3%,2:24,0:02,172
1-Spring Garden,West,Sunday,Reduced service,1 Spring Garden,February,23,24:53,25:36,0:43,3%,26:03,0:27,2%,-0:46,0:03,151
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,5,9:41,23:42,14:01,145%,24:26,0:44,8%,-0:52,0:06,224
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,6,10:05,10:17,0:12,2%,10:54,0:37,6%,1:02,0:03,182
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,7,5:08,5:29,0:21,7%,8:26,2:57,57%,7:10,0:12,447
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,8,4:48,5:13,0:25,9%,10:28,5:15,109%,3:35,0:10,324
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,9,4:33,4:55,0:22,8%,9:36,4:41,103%,3:24,0:05,357
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,10,10:15,10:34,0:19,3%,11:05,0:31,5%,-0:22,0:02,296
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,11,9:39,9:55,0:16,3%,10:12,0:17,3%,1:39,0:04,263
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,12,10:07,10:07,0:00,0%,10:09,0:02,0%,2:05,0:02,227
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,13,9:42,10:05,0:23,4%,10:24,0:19,3%,0:35,0:06,179
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,14,10:22,10:51,0:29,5%,11:22,0:31,5%,0:53,0:02,150
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,15,9:37,10:15,0:38,7%,10:49,0:34,6%,-0:57,0:05,180
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,16,5:07,5:17,0:10,3%,8:56,3:39,71%,2:32,0:06,333
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,17,5:19,5:37,0:18,6%,8:41,3:04,58%,3:06,0:11,376
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,18,4:56,5:15,0:19,6%,8:28,3:13,65%,5:45,0:07,373
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,19,9:59,10:17,0:18,3%,10:36,0:19,3%,0:46,0:05,270
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,20,10:26,10:35,0:09,1%,10:51,0:16,3%,2:31,0:03,208
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,21,10:13,10:21,0:08,1%,11:20,0:59,10%,2:57,0:05,284
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,22,10:02,10:04,0:02,0%,11:02,0:58,10%,-0:12,0:05,243
1-Spring Garden,West,Monday,Full service,1 To Bridge Terminal,March,23,9:54,10:20,0:26,4%,10:41,0:21,4%,0:10,0:03,239
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,5,9:42,10:08,0:26,4%,10:58,0:50,9%,0:06,0:04,165
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,6,9:51,10:01,0:10,2%,10:04,0:03,1%,1:57,0:06,198
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,7,5:10,5:26,0:16,5%,10:14,4:48,93%,7:40,0:10,297
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,8,4:56,5:12,0:16,5%,11:47,6:35,133%,8:41,0:12,417
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,9,4:30,4:42,0:12,4%,8:28,3:46,84%,2:48,0:09,315
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,10,9:37,10:20,0:43,7%,10:32,0:12,2%,2:14,0:02,293
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,11,10:01,10:25,0:24,4%,11:18,0:53,9%,1:19,0:06,187
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,12,10:01,10:08,0:07,1%,10:40,0:32,5%,0:12,0:02,194
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,13,9:53,10:12,0:19,3%,10:42,0:30,5%,1:47,0:04,192
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,14,9:44,10:21,0:37,6%,10:35,0:14,2%,2:48,0:06,275
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,15,9:52,10:05,0:13,2%,11:00,0:55,9%,-0:38,0:02,237
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,16,5:06,5:42,0:36,12%,11:55,6:13,122%,2:43,0:07,355
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,17,5:05,5:09,0:04,1%,10:12,5:03,99%,4:13,0:11,396
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,18,4:58,4:58,0:00,0%,7:53,2:55,59%,4:36,0:10,256
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,19,10:29,10:35,0:06,1%,10:46,0:11,2%,2:22,0:02,201
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,20,10:09,10:45,0:36,6%,11:22,0:37,6%,0:39,0:02,236
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,21,10:02,10:27,0:25,4%,11:21,0:54,9%,1:57,0:04,204
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,22,9:34,10:02,0:28,5%,10:32,0:30,5%,1:05,0:03,261
1-Spring Garden,West,Tuesday,Full service,1 To Bridge Terminal,March,23,10:01,10:45,0:44,7%,11:35,0:50,8%,2:05,0:05,256
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,5,10:01,10:05,0:04,1%,10:09,0:04,1%,2:25,0:04,264
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,6,10:00,10:05,0:05,1%,10:50,0:45,8%,2:31,0:05,224
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,7,4:35,5:16,0:41,15%,7:49,2:33,56%,2:46,0:07,231
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,8,5:19,5:50,0:31,10%,9:44,3:54,73%,5:36,0:12,375
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,9,4:34,4:47,0:13,5%,11:05,6:18,138%,5:54,0:08,337
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,10,9:58,10:30,0:32,5%,11:13,0:43,7%,-0:12,0:03,202
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,11,10:20,10:35,0:15,2%,10:45,0:10,2%,-0:20,0:03,242
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,12,10:03,10:45,0:42,7%,11:12,0:27,4%,2:36,0:05,262
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,13,10:07,10:36,0:29,5%,11:26,0:50,8%,2:58,0:05,150
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,14,10:20,11:00,0:40,6%,11:20,0:20,3%,-0:38,0:05,226
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,15,9:45,10:20,0:35,6%,11:04,0:44,8%,2:24,0:05,244
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,16,5:07,5:43,0:36,12%,11:17,5:34,109%,6:50,0:06,426
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,17,4:43,5:18,0:35,12%,7:34,2:16,48%,2:52,0:12,316
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,18,4:37,5:06,0:29,10%,10:00,4:54,106%,6:36,0:11,303
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,19,10:04,10:06,0:02,0%,10:15,0:09,1%,0:48,0:03,250
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,20,10:09,10:37,0:28,5%,11:23,0:46,8%,0:05,0:05,186
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,21,10:29,10:29,0:00,0%,11:17,0:48,8%,1:09,0:05,269
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,22,9:56,10:09,0:13,2%,10:49,0:40,7%,-0:41,0:04,264
1-Spring Garden,West,Wednesday,Full service,1 Spring Garden,March,23,9:53,10:02,0:09,2%,11:01,0:59,10%,2:30,0:05,217
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,5,9:39,9:59,0:20,3%,10:08,0:09,2%,1:04,0:06,189
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,6,9:59,10:24,0:25,4%,10:26,0:02,0%,0:02,0:05,204
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,7,4:50,5:12,0:22,8%,9:35,4:23,91%,8:58,0:10,375
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,8,4:40,4:58,0:18,6%,7:04,2:06,45%,4:21,0:07,274
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,9,4:49,4:54,0:05,2%,9:01,4:07,85%,9:07,0:06,310
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,10,10:14,10:20,0:06,1%,10:35,0:15,2%,0:09,0:06,151
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,11,9:58,10:04,0:06,1%,10:55,0:51,9%,-0:49,0:04,206
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,12,10:11,10:42,0:31,5%,11:24,0:42,7%,0:58,0:03,278
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,13,10:30,10:54,0:24,4%,11:07,0:13,2%,0:51,0:05,192
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,14,10:29,10:55,0:26,4%,11:29,0:34,5%,2:02,0:05,192
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,15,10:19,11:02,0:43,7%,11:53,0:51,8%,-0:52,0:03,276
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,16,4:43,5:18,0:35,12%,11:28,6:10,131%,5:14,0:12,424
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,17,4:42,5:26,0:44,16%,9:56,4:30,96%,4:09,0:05,370
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,18,4:33,5:14,0:41,15%,11:52,6:38,146%,8:35,0:11,372
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,19,9:53,10:06,0:13,2%,10:55,0:49,8%,1:03,0:06,207
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,20,9:44,10:06,0:22,4%,10:45,0:39,7%,2:38,0:04,161
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,21,9:56,10:15,0:19,3%,10:35,0:20,3%,2:39,0:06,157
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,22,10:05,10:30,0:25,4%,11:29,0:59,10%,0:09,0:04,212
1-Spring Garden,West,Thursday,Full service,1 Spring Garden,March,23,9:30,9:31,0:01,0%,10:01,0:30,5%,2:09,0:03,225
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,5,9:30,10:11,0:41,7%,10:39,0:28,5%,-0:31,0:03,165
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,6,9:45,9:49,0:04,1%,10:32,0:43,7%,-0:56,0:02,295
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,7,4:56,5:11,0:15,5%,10:34,5:23,109%,6:07,0:06,295
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,8,5:13,5:35,0:22,7%,12:13,6:38,127%,5:54,0:07,357
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,9,5:25,5:58,0:33,10%,11:12,5:14,97%,4:02,0:09,253
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,10,10:04,10:37,0:33,5%,10:54,0:17,3%,0:33,0:04,217
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,11,9:59,10:09,0:10,2%,11:00,0:51,9%,1:43,0:03,217
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,12,9:45,10:16,0:31,5%,10:47,0:31,5%,0:23,0:02,177
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,13,9:45,10:26,0:41,7%,10:26,0:00,0%,1:42,0:05,223
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,14,10:29,11:13,0:44,7%,11:58,0:45,7%,2:32,0:02,194
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,15,10:14,15:11,4:57,48%,16:11,1:00,10%,1:02,0:06,280
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,16,4:46,5:29,0:43,15%,7:30,2:01,42%,8:49,0:06,396
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,17,5:26,5:43,0:17,5%,11:21,5:38,104%,3:09,0:10,316
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,18,5:01,5:17,0:16,5%,10:29,5:12,104%,9:31,0:09,376
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,19,9:43,10:14,0:31,5%,11:13,0:59,10%,1:47,0:04,240
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,20,10:25,11:01,0:36,6%,11:52,0:51,8%,1:25,0:05,256
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,21,9:31,9:50,0:19,3%,9:50,0:00,0%,0:29,0:04,236
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,22,9:36,9:39,0:03,1%,9:47,0:08,1%,1:33,0:05,216
1-Spring Garden,West,Friday,Full service,1 Spring Garden,March,23,9:48,10:12,0:24,4%,10:36,0:24,4%,1:42,0:05,170
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,5,24:30,24:53,0:23,2%,25:09,0:16,1%,1:42,0:04,155
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,6,24:44,25:09,0:25,2%,25:33,0:24,2%,-0:44,0:03,122
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,7,25:02,25:19,0:17,1%,25:54,0:35,2%,-0:59,0:02,128
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,8,25:10,25:16,0:06,0%,25:59,0:43,3%,0:38,0:03,102
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,9,25:24,25:41,0:17,1%,25:58,0:17,1%,0:04,0:06,159
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,10,25:15,25:17,0:02,0%,26:02,0:45,3%,-0:13,0:05,169
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,11,25:12,25:44,0:32,2%,26:21,0:37,2%,1:27,0:06,124
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,12,24:49,24:54,0:05,0%,25:09,0:15,1%,1:49,0:03,177
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,13,24:59,25:12,0:13,1%,25:38,0:26,2%,0:40,0:04,101
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,14,24:35,24:59,0:24,2%,25:58,0:59,4%,1:53,0:02,135
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,15,25:17,25:46,0:29,2%,26:35,0:49,3%,2:39,0:06,180
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,16,24:40,24:52,0:12,1%,25:12,0:20,1%,1:35,0:04,146
1-Spring Garden,East,Saturday,Reduced service,1 To Bridge Terminal,March,17,25:02,25:17,0:15,1%,25:47,0:30,2%,0:06,0:03,120
